"","model","num.p","num.betas","prct.strong","prct.wai","prct.wbc","c"
"717","Stepwise","30",19,1,1,0.1,2
"718","Stepwise","30",19,1,1,0.2,2
"719","Stepwise","30",24,1,1,0.6,2
"720","Stepwise","30",21,1,1,0.4,2
"721","Stepwise","30",19,1,1,0.3,2
"722","Stepwise","30",19,1,1,0.1,2
"723","Stepwise","30",23,1,0.9,0.5,2
"724","Stepwise","30",21,1,1,0.4,2
"725","Stepwise","30",17,1,0.9,0.2,2
"726","Stepwise","30",16,1,0.9,0.1,2
"727","Stepwise","30",22,1,1,0.5,2
"728","Stepwise","30",18,1,0.9,0.2,2
"729","Stepwise","30",20,1,0.9,0.2,2
"730","Stepwise","30",20,1,0.8,0.5,2
"731","Stepwise","30",17,1,0.8,0.3,2
"732","Stepwise","30",25,1,1,0.7,2
"733","Stepwise","30",28,1,1,1,2
"734","Stepwise","30",17,1,1,0.1,2
"735","Stepwise","30",22,1,1,0.4,2
"736","Stepwise","30",23,1,1,0.6,2
"737","Stepwise","30",25,1,0.9,0.8,2
"738","Stepwise","30",17,1,1,0,2
"739","Stepwise","30",16,1,1,0,2
"740","Stepwise","30",17,1,1,0.1,2
"741","Stepwise","30",22,1,1,0.6,2
"742","Stepwise","30",21,1,1,0.5,2
"743","Stepwise","30",21,1,1,0.5,2
"744","Stepwise","30",23,1,0.8,0.7,2
"745","Stepwise","30",20,1,0.8,0.4,2
"746","Stepwise","30",18,1,0.8,0.3,2
"747","Stepwise","30",23,1,0.9,0.7,2
"748","Stepwise","30",15,1,0.8,0.1,2
"749","Stepwise","30",21,1,1,0.4,2
"750","Stepwise","30",20,1,0.9,0.4,2
"751","Stepwise","30",18,1,0.9,0.2,2
"752","Stepwise","30",18,1,1,0.2,2
"753","Stepwise","30",19,1,0.9,0.3,2
"754","Stepwise","30",16,1,0.9,0.1,2
"755","Stepwise","30",17,1,0.9,0.2,2
"756","Stepwise","30",18,1,1,0.1,2
"757","Stepwise","30",22,1,1,0.4,2
"758","Stepwise","30",23,1,1,0.6,2
"759","Stepwise","30",21,1,1,0.3,2
"760","Stepwise","30",18,1,1,0.1,2
"761","Stepwise","30",26,1,1,0.8,2
"762","Stepwise","30",19,1,1,0.2,2
"763","Stepwise","30",18,1,1,0.1,2
"764","Stepwise","30",15,1,0.9,0,2
"765","Stepwise","30",21,1,1,0.4,2
"766","Stepwise","30",17,1,0.6,0.5,2
"767","Stepwise","30",28,1,1,1,2
"768","Stepwise","30",20,1,0.9,0.4,2
"769","Stepwise","30",27,1,1,0.8,2
"770","Stepwise","30",22,1,1,0.6,2
"771","Stepwise","30",21,1,1,0.4,2
"772","Stepwise","30",19,1,0.9,0.3,2
"773","Stepwise","30",19,1,1,0.3,2
"774","Stepwise","30",21,1,0.8,0.4,2
"775","Stepwise","30",22,1,1,0.5,2
"776","Stepwise","30",19,1,0.9,0.3,2
"777","Stepwise","30",19,1,1,0.3,2
"778","Stepwise","30",19,1,1,0.3,2
"779","Stepwise","30",17,1,0.9,0.1,2
"780","Stepwise","30",18,1,1,0.2,2
"781","Stepwise","30",20,1,1,0.3,2
"782","Stepwise","30",17,1,1,0.1,2
"783","Stepwise","30",17,1,0.9,0.2,2
"784","Stepwise","30",19,1,1,0.3,2
"785","Stepwise","30",19,1,0.9,0.2,2
"786","Stepwise","30",17,1,0.9,0.1,2
"787","Stepwise","30",21,1,0.9,0.4,2
"788","Stepwise","30",21,1,0.9,0.4,2
"789","Stepwise","30",16,1,0.9,0.1,2
"790","Stepwise","30",18,1,0.9,0.2,2
"791","Stepwise","30",18,1,1,0.1,2
"792","Stepwise","30",21,1,1,0.4,2
"793","Stepwise","30",19,1,1,0.3,2
"794","Stepwise","30",19,1,1,0.2,2
"795","Stepwise","30",20,1,1,0.4,2
"796","Stepwise","30",19,1,1,0.2,2
"797","Stepwise","30",23,1,1,0.5,2
"798","Stepwise","30",22,1,1,0.5,2
"799","Stepwise","30",25,1,1,0.7,2
"800","Stepwise","30",18,1,0.9,0.2,2
"801","Stepwise","40",20,1,1,0,2
"802","Stepwise","40",31,1,1,1,2
"803","Stepwise","40",22,1,1,0.3,2
"804","Stepwise","40",19,1,1,0.2,2
"805","Stepwise","40",23,1,1,0.3,2
"806","Stepwise","40",19,1,1,0.2,2
"807","Stepwise","40",24,1,0.8,0.3,2
"808","Stepwise","40",21,1,1,0.3,2
"809","Stepwise","40",18,1,1,0,2
"810","Stepwise","40",23,1,0.9,0.5,2
"811","Stepwise","40",19,1,1,0,2
"812","Stepwise","40",19,1,1,0,2
"813","Stepwise","40",21,1,1,0.2,2
"814","Stepwise","40",31,1,0.9,0.9,2
"815","Stepwise","40",28,1,1,0.7,2
"816","Stepwise","40",26,1,1,0.5,2
"817","Stepwise","40",21,1,1,0.3,2
"818","Stepwise","40",23,1,1,0.4,2
"819","Stepwise","40",22,1,0.9,0.2,2
"820","Stepwise","40",24,1,1,0.3,2
"821","Stepwise","40",29,1,1,0.8,2
"822","Stepwise","40",24,1,1,0.4,2
"823","Stepwise","40",21,1,1,0.3,2
"824","Stepwise","40",21,1,1,0.1,2
"825","Stepwise","40",22,1,1,0.3,2
"826","Stepwise","40",22,1,0.9,0.3,2
"827","Stepwise","40",21,1,1,0.1,2
"828","Stepwise","40",19,1,1,0.2,2
"829","Stepwise","40",23,1,1,0.4,2
"830","Stepwise","40",31,1,1,1,2
"831","Stepwise","40",21,1,0.9,0.4,2
"832","Stepwise","40",31,1,0.9,1,2
"833","Stepwise","40",31,1,1,1,2
"834","Stepwise","40",20,1,1,0.2,2
"835","Stepwise","40",23,1,1,0.4,2
"836","Stepwise","40",23,1,1,0.2,2
"837","Stepwise","40",23,1,1,0.3,2
"838","Stepwise","40",27,1,1,0.5,2
"839","Stepwise","40",18,1,1,0,2
"840","Stepwise","40",20,1,1,0.2,2
"841","Stepwise","40",20,1,1,0.1,2
"842","Stepwise","40",22,1,1,0.2,2
"843","Stepwise","40",21,1,0.9,0.4,2
"844","Stepwise","40",21,1,1,0.3,2
"845","Stepwise","40",25,1,1,0.4,2
"846","Stepwise","40",18,1,0.9,0.3,2
"847","Stepwise","40",31,1,1,1,2
"848","Stepwise","40",31,1,0.9,0.7,2
"849","Stepwise","40",25,1,1,0.4,2
"850","Stepwise","40",17,1,1,0.1,2
"851","Stepwise","40",24,1,1,0.3,2
"852","Stepwise","40",28,1,1,1,2
"853","Stepwise","40",25,1,0.9,0.7,2
"854","Stepwise","40",23,1,1,0.5,2
"855","Stepwise","40",24,1,1,0.3,2
"856","Stepwise","40",24,1,0.9,0.5,2
"857","Stepwise","40",27,1,0.9,0.7,2
"858","Stepwise","40",25,1,0.9,0.5,2
"859","Stepwise","40",21,1,0.8,0.2,2
"860","Stepwise","40",22,1,1,0.1,2
"861","Stepwise","40",22,1,1,0.2,2
"862","Stepwise","40",21,1,1,0.2,2
"863","Stepwise","40",18,1,0.9,0.1,2
"864","Stepwise","40",26,1,1,0.3,2
"865","Stepwise","40",25,1,1,0.4,2
"866","Stepwise","40",21,1,1,0.4,2
"867","Stepwise","40",24,1,0.8,0.9,2
"868","Stepwise","40",21,1,1,0.3,2
"869","Stepwise","40",19,1,1,0.1,2
"870","Stepwise","40",23,1,1,0.5,2
"871","Stepwise","40",24,1,1,0.3,2
"872","Stepwise","40",18,1,1,0.1,2
"873","Stepwise","40",28,1,1,0.6,2
"874","Stepwise","40",21,1,1,0.1,2
"875","Stepwise","40",24,1,0.9,0.4,2
"876","Stepwise","40",27,1,1,0.5,2
"877","Stepwise","40",23,1,1,0.3,2
"878","Stepwise","40",24,1,0.9,0.5,2
"879","Stepwise","40",22,1,1,0.3,2
"880","Stepwise","40",25,1,1,0.4,2
"881","Stepwise","40",22,1,0.9,0.1,2
"882","Stepwise","40",25,1,0.9,0.4,2
"883","Stepwise","40",23,1,0.8,0.3,2
"884","Stepwise","40",26,1,1,0.8,2
"885","Stepwise","40",28,1,0.8,0.7,2
"886","Stepwise","40",27,1,1,0.6,2
"887","Stepwise","40",23,1,1,0.3,2
"888","Stepwise","40",25,1,1,0.2,2
"889","Stepwise","40",22,1,1,0.2,2
"890","Stepwise","40",25,1,1,0.4,2
"891","Stepwise","40",20,1,0.9,0.1,2
"892","Stepwise","40",25,1,0.8,0.5,2
"893","Stepwise","40",22,1,0.9,0.2,2
"894","Stepwise","40",25,1,1,0.3,2
"895","Stepwise","40",21,1,1,0.2,2
"896","Stepwise","40",20,1,1,0.2,2
"897","Stepwise","40",26,1,1,0.5,2
"898","Stepwise","40",22,1,0.9,0.1,2
"899","Stepwise","40",24,1,1,0.5,2
"900","Stepwise","40",26,1,1,0.4,2
"901","Stepwise","50",29,1,0.9,0.6,2
"902","Stepwise","50",34,1,1,0.8,2
"903","Stepwise","50",32,1,1,1,2
"904","Stepwise","50",25,1,1,0.1,2
"905","Stepwise","50",32,1,1,1,2
"906","Stepwise","50",34,1,1,0.9,2
"907","Stepwise","50",24,1,0.9,0.4,2
"908","Stepwise","50",25,1,1,0.2,2
"909","Stepwise","50",26,1,1,0.5,2
"910","Stepwise","50",23,1,1,0.3,2
"911","Stepwise","50",27,1,1,0.1,2
"912","Stepwise","50",20,1,1,0,2
"913","Stepwise","50",27,1,0.7,0.6,2
"914","Stepwise","50",25,1,0.9,0.4,2
"915","Stepwise","50",33,1,0.8,1,2
"916","Stepwise","50",22,1,1,0.1,2
"917","Stepwise","50",28,1,1,0.7,2
"918","Stepwise","50",25,1,0.9,0.2,2
"919","Stepwise","50",23,1,1,0.4,2
"920","Stepwise","50",31,1,1,0.5,2
"921","Stepwise","50",34,1,1,1,2
"922","Stepwise","50",22,1,1,0.1,2
"923","Stepwise","50",23,1,1,0.3,2
"924","Stepwise","50",24,1,0.9,0.5,2
"925","Stepwise","50",25,1,0.9,0.3,2
"926","Stepwise","50",33,1,1,0.5,2
"927","Stepwise","50",29,1,1,0.8,2
"928","Stepwise","50",22,1,1,0.2,2
"929","Stepwise","50",31,1,0.9,1,2
"930","Stepwise","50",29,1,1,0.2,2
"931","Stepwise","50",31,1,0.9,0.4,2
"932","Stepwise","50",23,1,0.9,0.2,2
"933","Stepwise","50",26,1,0.9,0.2,2
"934","Stepwise","50",22,1,1,0,2
"935","Stepwise","50",25,1,1,0.4,2
"936","Stepwise","50",21,1,1,0.1,2
"937","Stepwise","50",23,1,1,0.3,2
"938","Stepwise","50",23,1,1,0.3,2
"939","Stepwise","50",25,1,1,0.2,2
"940","Stepwise","50",27,1,1,0.4,2
"941","Stepwise","50",22,1,0.9,0.3,2
"942","Stepwise","50",22,1,1,0.4,2
"943","Stepwise","50",21,1,0.8,0.2,2
"944","Stepwise","50",21,1,0.9,0.3,2
"945","Stepwise","50",28,1,1,0.3,2
"946","Stepwise","50",34,1,1,0.8,2
"947","Stepwise","50",29,1,1,0.5,2
"948","Stepwise","50",37,1,1,0.8,2
"949","Stepwise","50",32,1,1,0.8,2
"950","Stepwise","50",36,1,1,0.6,2
"951","Stepwise","50",19,1,0.7,0.1,2
"952","Stepwise","50",29,1,0.9,0.6,2
"953","Stepwise","50",27,1,1,0.3,2
"954","Stepwise","50",25,1,1,0.1,2
"955","Stepwise","50",29,1,1,0.3,2
"956","Stepwise","50",26,1,0.9,0.5,2
"957","Stepwise","50",26,1,1,0.3,2
"958","Stepwise","50",30,1,0.9,0.4,2
"959","Stepwise","50",24,1,1,0.7,2
"960","Stepwise","50",24,1,1,0.3,2
"961","Stepwise","50",29,1,1,0.5,2
"962","Stepwise","50",22,1,1,0.2,2
"963","Stepwise","50",34,1,1,0.9,2
"964","Stepwise","50",26,1,0.9,0.5,2
"965","Stepwise","50",22,1,0.8,0.3,2
"966","Stepwise","50",28,1,1,0.6,2
"967","Stepwise","50",27,1,0.9,0.3,2
"968","Stepwise","50",29,1,1,0.3,2
"969","Stepwise","50",37,1,1,1,2
"970","Stepwise","50",30,1,0.9,0.3,2
"971","Stepwise","50",20,1,0.8,0.4,2
"972","Stepwise","50",36,1,1,0.9,2
"973","Stepwise","50",31,1,1,0.4,2
"974","Stepwise","50",32,1,1,0.5,2
"975","Stepwise","50",21,1,0.9,0.3,2
"976","Stepwise","50",30,1,1,0.3,2
"977","Stepwise","50",21,1,1,0.2,2
"978","Stepwise","50",20,1,0.9,0.1,2
"979","Stepwise","50",25,1,0.9,0.2,2
"980","Stepwise","50",19,1,1,0.2,2
"981","Stepwise","50",36,1,1,0.6,2
"982","Stepwise","50",22,1,1,0.2,2
"983","Stepwise","50",26,1,0.9,0.5,2
"984","Stepwise","50",22,1,0.9,0.2,2
"985","Stepwise","50",30,1,0.8,0.5,2
"986","Stepwise","50",31,1,1,0.5,2
"987","Stepwise","50",20,1,1,0,2
"988","Stepwise","50",26,1,0.9,0.3,2
"989","Stepwise","50",20,1,0.8,0.1,2
"990","Stepwise","50",19,1,0.9,0.1,2
"991","Stepwise","50",21,1,0.9,0.3,2
"992","Stepwise","50",26,1,1,0.4,2
"993","Stepwise","50",24,1,1,0.3,2
"994","Stepwise","50",25,1,1,0.2,2
"995","Stepwise","50",33,1,1,0.7,2
"996","Stepwise","50",25,1,1,0.2,2
"997","Stepwise","50",24,1,1,0.3,2
"998","Stepwise","50",24,1,1,0.3,2
"999","Stepwise","50",27,1,0.9,0.3,2
"1000","Stepwise","50",25,1,0.8,0.5,2
"1001","Stepwise","60",34,1,1,0.3,2
"1002","Stepwise","60",20,1,1,0.1,2
"1003","Stepwise","60",31,1,1,0.4,2
"1004","Stepwise","60",34,1,1,0.3,2
"1005","Stepwise","60",38,1,1,0.7,2
"1006","Stepwise","60",27,1,1,0.5,2
"1007","Stepwise","60",26,1,0.9,0.2,2
"1008","Stepwise","60",31,1,1,0.6,2
"1009","Stepwise","60",27,1,0.9,0.2,2
"1010","Stepwise","60",29,1,1,0.3,2
"1011","Stepwise","60",26,1,1,0.2,2
"1012","Stepwise","60",21,1,1,0.4,2
"1013","Stepwise","60",41,1,1,1,2
"1014","Stepwise","60",40,1,1,0.7,2
"1015","Stepwise","60",27,1,1,0.3,2
"1016","Stepwise","60",41,1,1,1,2
"1017","Stepwise","60",27,1,0.9,0.2,2
"1018","Stepwise","60",35,1,0.9,0.5,2
"1019","Stepwise","60",26,1,1,0.1,2
"1020","Stepwise","60",35,1,0.7,0.4,2
"1021","Stepwise","60",22,1,0.8,0.1,2
"1022","Stepwise","60",27,1,0.9,0.2,2
"1023","Stepwise","60",29,1,1,0.8,2
"1024","Stepwise","60",21,1,1,0,2
"1025","Stepwise","60",23,1,1,0,2
"1026","Stepwise","60",39,1,0.9,0.5,2
"1027","Stepwise","60",30,1,0.9,0.4,2
"1028","Stepwise","60",29,1,1,0.2,2
"1029","Stepwise","60",36,1,1,0.7,2
"1030","Stepwise","60",34,1,0.9,0.4,2
"1031","Stepwise","60",30,1,1,0.5,2
"1032","Stepwise","60",25,1,1,0.3,2
"1033","Stepwise","60",33,1,1,0.3,2
"1034","Stepwise","60",36,1,0.9,0.3,2
"1035","Stepwise","60",36,1,0.9,0.5,2
"1036","Stepwise","60",25,1,1,0.4,2
"1037","Stepwise","60",29,1,1,0.2,2
"1038","Stepwise","60",35,1,1,0.7,2
"1039","Stepwise","60",30,1,0.9,0.2,2
"1040","Stepwise","60",24,1,1,0,2
"1041","Stepwise","60",23,1,0.9,0.3,2
"1042","Stepwise","60",26,1,1,0.2,2
"1043","Stepwise","60",28,1,1,0.3,2
"1044","Stepwise","60",35,1,0.9,0.6,2
"1045","Stepwise","60",21,1,0.9,0.2,2
"1046","Stepwise","60",32,1,1,1,2
"1047","Stepwise","60",34,1,1,0.7,2
"1048","Stepwise","60",40,1,1,0.5,2
"1049","Stepwise","60",29,1,1,0.3,2
"1050","Stepwise","60",37,1,1,0.6,2
"1051","Stepwise","60",24,1,1,0.2,2
"1052","Stepwise","60",42,1,1,1,2
"1053","Stepwise","60",22,1,1,0.1,2
"1054","Stepwise","60",28,1,1,0.5,2
"1055","Stepwise","60",24,1,1,0.1,2
"1056","Stepwise","60",29,1,1,0.5,2
"1057","Stepwise","60",33,1,0.8,1,2
"1058","Stepwise","60",27,1,1,0.4,2
"1059","Stepwise","60",26,1,0.9,0.3,2
"1060","Stepwise","60",21,1,0.9,0.2,2
"1061","Stepwise","60",26,1,1,0.4,2
"1062","Stepwise","60",27,1,1,0,2
"1063","Stepwise","60",40,1,1,1,2
"1064","Stepwise","60",25,1,1,0.2,2
"1065","Stepwise","60",30,1,1,0.2,2
"1066","Stepwise","60",43,1,1,1,2
"1067","Stepwise","60",31,1,1,0.2,2
"1068","Stepwise","60",32,1,1,0.5,2
"1069","Stepwise","60",36,1,1,0.4,2
"1070","Stepwise","60",31,1,1,0.3,2
"1071","Stepwise","60",32,1,0.9,0.4,2
"1072","Stepwise","60",28,1,1,0.3,2
"1073","Stepwise","60",38,1,1,0.7,2
"1074","Stepwise","60",40,1,1,0.3,2
"1075","Stepwise","60",38,1,1,1,2
"1076","Stepwise","60",29,1,0.9,0.3,2
"1077","Stepwise","60",25,1,1,0.1,2
"1078","Stepwise","60",36,1,0.7,0.7,2
"1079","Stepwise","60",31,1,1,0.5,2
"1080","Stepwise","60",27,1,0.9,0.1,2
"1081","Stepwise","60",23,1,0.9,0.2,2
"1082","Stepwise","60",29,1,1,0.1,2
"1083","Stepwise","60",31,1,1,0.2,2
"1084","Stepwise","60",25,1,1,0.3,2
"1085","Stepwise","60",31,1,0.9,0.6,2
"1086","Stepwise","60",32,1,1,0.4,2
"1087","Stepwise","60",34,1,0.9,0.3,2
"1088","Stepwise","60",36,1,1,0.9,2
"1089","Stepwise","60",28,1,1,0.3,2
"1090","Stepwise","60",26,1,1,0.5,2
"1091","Stepwise","60",47,1,1,0.9,2
"1092","Stepwise","60",33,1,0.9,0.6,2
"1093","Stepwise","60",27,1,1,0.4,2
"1094","Stepwise","60",28,1,1,0.2,2
"1095","Stepwise","60",33,1,0.9,0.5,2
"1096","Stepwise","60",35,1,1,0.4,2
"1097","Stepwise","60",30,1,0.9,0.2,2
"1098","Stepwise","60",21,1,0.9,0.1,2
"1099","Stepwise","60",33,1,1,0.3,2
"1100","Stepwise","60",34,1,0.9,0.7,2
"1101","Stepwise","70",29,1,0.9,0.4,2
"1102","Stepwise","70",37,1,1,0.5,2
"1103","Stepwise","70",31,1,1,0.2,2
"1104","Stepwise","70",43,1,1,0.5,2
"1105","Stepwise","70",43,1,1,0.3,2
"1106","Stepwise","70",35,1,0.9,0.6,2
"1107","Stepwise","70",43,1,0.9,1,2
"1108","Stepwise","70",33,1,1,0.6,2
"1109","Stepwise","70",34,1,1,0.4,2
"1110","Stepwise","70",38,1,1,0.5,2
"1111","Stepwise","70",42,1,1,0.7,2
"1112","Stepwise","70",45,1,1,0.4,2
"1113","Stepwise","70",34,1,1,0.3,2
"1114","Stepwise","70",36,1,0.7,0.4,2
"1115","Stepwise","70",30,1,1,0.2,2
"1116","Stepwise","70",23,1,1,0.1,2
"1117","Stepwise","70",38,1,1,0.4,2
"1118","Stepwise","70",41,1,1,0.4,2
"1119","Stepwise","70",38,1,1,0.3,2
"1120","Stepwise","70",20,1,1,0.2,2
"1121","Stepwise","70",33,1,1,0.3,2
"1122","Stepwise","70",38,1,1,0.4,2
"1123","Stepwise","70",35,1,1,0.5,2
"1124","Stepwise","70",29,1,1,0.2,2
"1125","Stepwise","70",31,1,0.8,0.4,2
"1126","Stepwise","70",30,1,0.9,0.3,2
"1127","Stepwise","70",24,1,1,0.2,2
"1128","Stepwise","70",35,1,1,0.4,2
"1129","Stepwise","70",33,1,1,0.2,2
"1130","Stepwise","70",33,1,0.9,0.3,2
"1131","Stepwise","70",29,1,0.8,0.2,2
"1132","Stepwise","70",42,1,1,1,2
"1133","Stepwise","70",43,1,0.9,0.7,2
"1134","Stepwise","70",36,1,1,0.4,2
"1135","Stepwise","70",45,1,0.7,0.3,2
"1136","Stepwise","70",26,1,1,0.2,2
"1137","Stepwise","70",40,1,1,0.7,2
"1138","Stepwise","70",40,1,1,0.6,2
"1139","Stepwise","70",38,1,1,0.4,2
"1140","Stepwise","70",33,1,1,0.2,2
"1141","Stepwise","70",40,1,1,0.5,2
"1142","Stepwise","70",32,1,1,0.6,2
"1143","Stepwise","70",33,1,1,0.3,2
"1144","Stepwise","70",36,1,1,0.2,2
"1145","Stepwise","70",48,1,1,1,2
"1146","Stepwise","70",29,1,1,0.4,2
"1147","Stepwise","70",27,1,1,0.4,2
"1148","Stepwise","70",27,1,0.9,0.4,2
"1149","Stepwise","70",43,1,1,0.8,2
"1150","Stepwise","70",37,1,1,0.6,2
"1151","Stepwise","70",46,1,1,0.8,2
"1152","Stepwise","70",33,1,0.8,0.1,2
"1153","Stepwise","70",35,1,1,0.2,2
"1154","Stepwise","70",36,1,0.9,0.7,2
"1155","Stepwise","70",50,1,1,1,2
"1156","Stepwise","70",38,1,0.8,0.6,2
"1157","Stepwise","70",40,1,0.9,0.7,2
"1158","Stepwise","70",24,1,1,0,2
"1159","Stepwise","70",35,1,1,0.3,2
"1160","Stepwise","70",30,1,0.9,0.5,2
"1161","Stepwise","70",37,1,1,0.2,2
"1162","Stepwise","70",32,1,1,0.3,2
"1163","Stepwise","70",39,1,0.8,0.5,2
"1164","Stepwise","70",48,1,1,0.8,2
"1165","Stepwise","70",34,1,1,0.3,2
"1166","Stepwise","70",35,1,0.8,0.6,2
"1167","Stepwise","70",35,1,0.9,0.7,2
"1168","Stepwise","70",45,1,1,0.9,2
"1169","Stepwise","70",34,1,0.9,0.5,2
"1170","Stepwise","70",27,1,1,0.4,2
"1171","Stepwise","70",36,1,1,0.8,2
"1172","Stepwise","70",28,1,1,0.3,2
"1173","Stepwise","70",24,1,0.8,0.1,2
"1174","Stepwise","70",30,1,1,0.2,2
"1175","Stepwise","70",50,1,1,0.9,2
"1176","Stepwise","70",43,1,1,0.7,2
"1177","Stepwise","70",29,1,0.9,0.3,2
"1178","Stepwise","70",33,1,0.9,0.5,2
"1179","Stepwise","70",43,1,1,0.6,2
"1180","Stepwise","70",37,1,1,1,2
"1181","Stepwise","70",27,1,0.8,0.4,2
"1182","Stepwise","70",37,1,1,0.6,2
"1183","Stepwise","70",32,1,0.9,0.5,2
"1184","Stepwise","70",30,1,1,0.3,2
"1185","Stepwise","70",45,1,1,1,2
"1186","Stepwise","70",30,1,1,0.2,2
"1187","Stepwise","70",29,1,1,0.2,2
"1188","Stepwise","70",24,1,0.9,0.2,2
"1189","Stepwise","70",39,1,1,0.6,2
"1190","Stepwise","70",29,1,0.9,0.2,2
"1191","Stepwise","70",27,1,1,0.4,2
"1192","Stepwise","70",25,1,0.9,0.3,2
"1193","Stepwise","70",31,1,0.9,0.4,2
"1194","Stepwise","70",34,1,1,0.7,2
"1195","Stepwise","70",53,1,1,0.7,2
"1196","Stepwise","70",37,1,0.9,0.7,2
"1197","Stepwise","70",41,1,1,0.3,2
"1198","Stepwise","70",34,1,0.7,0.3,2
"1199","Stepwise","70",36,1,0.9,0.6,2
"1200","Stepwise","70",33,1,1,0.3,2
"1201","Stepwise","80",30,1,0.8,0.7,2
"1202","Stepwise","80",37,1,0.8,0.6,2
"1203","Stepwise","80",29,1,0.9,0.2,2
"1204","Stepwise","80",48,1,1,0.8,2
"1205","Stepwise","80",27,1,1,0.1,2
"1206","Stepwise","80",41,1,0.9,0.4,2
"1207","Stepwise","80",38,1,1,0.2,2
"1208","Stepwise","80",42,1,0.9,0.3,2
"1209","Stepwise","80",31,1,1,0.4,2
"1210","Stepwise","80",48,1,0.8,0.6,2
"1211","Stepwise","80",44,1,1,0.1,2
"1212","Stepwise","80",53,1,1,1,2
"1213","Stepwise","80",49,1,1,0.8,2
"1214","Stepwise","80",51,1,1,0.9,2
"1215","Stepwise","80",55,1,1,0.7,2
"1216","Stepwise","80",52,1,1,1,2
"1217","Stepwise","80",46,1,1,0.5,2
"1218","Stepwise","80",52,1,1,1,2
"1219","Stepwise","80",47,1,1,1,2
"1220","Stepwise","80",62,1,1,0.8,2
"1221","Stepwise","80",48,1,1,0.7,2
"1222","Stepwise","80",29,1,1,0.3,2
"1223","Stepwise","80",37,1,1,0.5,2
"1224","Stepwise","80",50,1,1,1,2
"1225","Stepwise","80",61,1,0.9,1,2
"1226","Stepwise","80",34,1,1,0.3,2
"1227","Stepwise","80",52,1,1,0.8,2
"1228","Stepwise","80",37,1,1,0.3,2
"1229","Stepwise","80",33,1,0.8,0.4,2
"1230","Stepwise","80",55,1,1,1,2
"1231","Stepwise","80",41,1,0.9,0.6,2
"1232","Stepwise","80",33,1,1,0.2,2
"1233","Stepwise","80",44,1,1,1,2
"1234","Stepwise","80",69,1,1,0.9,2
"1235","Stepwise","80",36,1,0.9,0.2,2
"1236","Stepwise","80",49,1,1,1,2
"1237","Stepwise","80",61,1,1,0.8,2
"1238","Stepwise","80",49,1,0.9,0.6,2
"1239","Stepwise","80",41,1,0.8,0.7,2
"1240","Stepwise","80",43,1,1,0.9,2
"1241","Stepwise","80",53,1,0.9,0.8,2
"1242","Stepwise","80",38,1,1,0.2,2
"1243","Stepwise","80",40,1,0.9,0.3,2
"1244","Stepwise","80",48,1,1,1,2
"1245","Stepwise","80",37,1,1,0.3,2
"1246","Stepwise","80",36,1,0.9,0.1,2
"1247","Stepwise","80",58,1,0.9,0.9,2
"1248","Stepwise","80",35,1,1,0.3,2
"1249","Stepwise","80",40,1,1,0.8,2
"1250","Stepwise","80",24,1,1,0.1,2
"1251","Stepwise","80",61,1,1,1,2
"1252","Stepwise","80",29,1,1,0.4,2
"1253","Stepwise","80",53,1,0.8,0.8,2
"1254","Stepwise","80",53,1,1,1,2
"1255","Stepwise","80",40,1,1,0.4,2
"1256","Stepwise","80",32,1,1,0.1,2
"1257","Stepwise","80",43,1,1,0.4,2
"1258","Stepwise","80",60,1,1,1,2
"1259","Stepwise","80",46,1,1,0.5,2
"1260","Stepwise","80",40,1,1,0.4,2
"1261","Stepwise","80",33,1,0.9,0.2,2
"1262","Stepwise","80",35,1,1,0.4,2
"1263","Stepwise","80",30,1,1,0.2,2
"1264","Stepwise","80",40,1,1,0.4,2
"1265","Stepwise","80",36,1,1,0,2
"1266","Stepwise","80",45,1,1,0.7,2
"1267","Stepwise","80",52,1,1,0.6,2
"1268","Stepwise","80",48,1,1,0.7,2
"1269","Stepwise","80",45,1,1,0.4,2
"1270","Stepwise","80",40,1,0.9,0.5,2
"1271","Stepwise","80",27,1,1,0.4,2
"1272","Stepwise","80",67,1,1,0.9,2
"1273","Stepwise","80",45,1,1,0.5,2
"1274","Stepwise","80",25,1,1,0.3,2
"1275","Stepwise","80",41,1,1,0.4,2
"1276","Stepwise","80",67,1,0.9,0.7,2
"1277","Stepwise","80",24,1,1,0.2,2
"1278","Stepwise","80",28,1,1,0.3,2
"1279","Stepwise","80",52,1,1,0.5,2
"1280","Stepwise","80",45,1,1,0.5,2
"1281","Stepwise","80",40,1,0.9,0.4,2
"1282","Stepwise","80",44,1,1,0.7,2
"1283","Stepwise","80",49,1,1,0.6,2
"1284","Stepwise","80",48,1,1,0.8,2
"1285","Stepwise","80",58,1,1,0.7,2
"1286","Stepwise","80",24,1,0.8,0.1,2
"1287","Stepwise","80",45,1,0.9,0.6,2
"1288","Stepwise","80",63,1,1,1,2
"1289","Stepwise","80",37,1,1,0.6,2
"1290","Stepwise","80",31,1,0.9,0.2,2
"1291","Stepwise","80",37,1,0.9,0.5,2
"1292","Stepwise","80",46,1,1,0.3,2
"1293","Stepwise","80",27,1,1,0.1,2
"1294","Stepwise","80",39,1,1,0.3,2
"1295","Stepwise","80",43,1,1,1,2
"1296","Stepwise","80",37,1,0.9,0.2,2
"1297","Stepwise","80",44,1,1,0.7,2
"1298","Stepwise","80",42,1,0.9,0.6,2
"1299","Stepwise","80",48,1,0.9,0.4,2
