"","model","num.p","num.betas","prct.strong","prct.wai","prct.wbc","c"
"1300","Stepwise","80",51,1,1,0.7,2
"1301","Stepwise","90",74,1,1,0.9,2
"1302","Stepwise","90",43,1,1,0.4,2
"1303","Stepwise","90",81,1,1,1,2
"1304","Stepwise","90",50,1,0.9,0.9,2
"1305","Stepwise","90",79,1,1,0.8,2
"1306","Stepwise","90",59,1,1,1,2
"1307","Stepwise","90",35,1,0.8,0.5,2
"1308","Stepwise","90",40,1,1,0.4,2
"1309","Stepwise","90",37,1,1,0.1,2
"1310","Stepwise","90",40,1,1,0.5,2
"1311","Stepwise","90",65,1,1,0.6,2
"1312","Stepwise","90",40,1,1,0.2,2
"1313","Stepwise","90",77,1,1,0.9,2
"1314","Stepwise","90",87,1,1,1,2
"1315","Stepwise","90",79,1,1,0.7,2
"1316","Stepwise","90",44,1,1,0.7,2
"1317","Stepwise","90",68,1,1,0.9,2
"1318","Stepwise","90",74,1,1,0.8,2
"1319","Stepwise","90",85,1,1,1,2
"1320","Stepwise","90",66,1,1,0.8,2
"1321","Stepwise","90",52,1,1,0.5,2
"1322","Stepwise","90",56,1,1,0.6,2
"1323","Stepwise","90",35,1,0.9,0.3,2
"1324","Stepwise","90",37,1,1,0.8,2
"1325","Stepwise","90",69,1,1,1,2
"1326","Stepwise","90",66,1,0.9,0.9,2
"1327","Stepwise","90",79,1,1,1,2
"1328","Stepwise","90",63,1,1,0.8,2
"1329","Stepwise","90",51,1,1,0.5,2
"1330","Stepwise","90",64,1,1,0.7,2
"1331","Stepwise","90",53,1,0.9,0.5,2
"1332","Stepwise","90",37,1,1,0.4,2
"1333","Stepwise","90",39,1,1,0.2,2
"1334","Stepwise","90",45,1,1,0.2,2
"1335","Stepwise","90",74,1,0.8,1,2
"1336","Stepwise","90",60,1,1,0.5,2
"1337","Stepwise","90",72,1,1,1,2
"1338","Stepwise","90",77,1,1,0.7,2
"1339","Stepwise","90",72,1,1,1,2
"1340","Stepwise","90",50,1,0.9,0.6,2
"1341","Stepwise","90",39,1,1,0.2,2
"1342","Stepwise","90",53,1,1,0.5,2
"1343","Stepwise","90",76,1,1,0.7,2
"1344","Stepwise","90",56,1,1,0.5,2
"1345","Stepwise","90",61,1,1,0.9,2
"1346","Stepwise","90",67,1,1,0.7,2
"1347","Stepwise","90",81,1,1,1,2
"1348","Stepwise","90",41,1,1,0.5,2
"1349","Stepwise","90",53,1,1,0.6,2
"1350","Stepwise","90",47,1,1,0.5,2
"1351","Stepwise","90",69,1,1,0.7,2
"1352","Stepwise","90",76,1,1,0.9,2
"1353","Stepwise","90",53,1,1,0.3,2
"1354","Stepwise","90",60,1,1,0.5,2
"1355","Stepwise","90",45,1,0.9,0.5,2
"1356","Stepwise","90",74,1,1,1,2
"1357","Stepwise","90",39,1,1,0.2,2
"1358","Stepwise","90",41,1,1,0.7,2
"1359","Stepwise","90",55,1,1,0.5,2
"1360","Stepwise","90",43,1,0.9,0.6,2
"1361","Stepwise","90",47,1,1,0.6,2
"1362","Stepwise","90",31,1,0.9,0.4,2
"1363","Stepwise","90",45,1,1,0.3,2
"1364","Stepwise","90",87,1,1,1,2
"1365","Stepwise","90",65,1,1,0.8,2
"1366","Stepwise","90",80,1,1,1,2
"1367","Stepwise","90",49,1,1,0.4,2
"1368","Stepwise","90",68,1,1,0.7,2
"1369","Stepwise","90",63,1,1,1,2
"1370","Stepwise","90",51,1,1,0.4,2
"1371","Stepwise","90",62,1,1,0.6,2
"1372","Stepwise","90",57,1,0.9,0.4,2
"1373","Stepwise","90",56,1,1,1,2
"1374","Stepwise","90",40,1,1,0.3,2
"1375","Stepwise","90",51,1,0.9,0.5,2
"1376","Stepwise","90",71,1,1,0.6,2
"1377","Stepwise","90",59,1,0.9,0.7,2
"1378","Stepwise","90",73,1,1,0.8,2
"1379","Stepwise","90",65,1,1,1,2
"1380","Stepwise","90",30,1,1,0.4,2
"1381","Stepwise","90",39,1,0.9,0.4,2
"1382","Stepwise","90",35,1,1,0.3,2
"1383","Stepwise","90",45,1,1,0.7,2
"1384","Stepwise","90",60,1,1,0.7,2
"1385","Stepwise","90",21,1,1,0.1,2
"1386","Stepwise","90",48,1,1,0.6,2
"1387","Stepwise","90",65,1,1,0.8,2
"1388","Stepwise","90",79,1,1,0.9,2
"1389","Stepwise","90",60,1,1,0.6,2
"1390","Stepwise","90",68,1,1,0.8,2
"1391","Stepwise","90",42,1,1,0.5,2
"1392","Stepwise","90",44,1,1,0.6,2
"1393","Stepwise","90",78,1,0.9,0.7,2
"1394","Stepwise","90",42,1,0.9,0.3,2
"1395","Stepwise","90",40,1,1,0.2,2
"1396","Stepwise","90",51,1,1,0.6,2
"1397","Stepwise","90",51,1,1,0.4,2
"1398","Stepwise","90",53,1,1,0.8,2
"1399","Stepwise","90",75,1,1,0.7,2
"1400","Stepwise","90",58,1,1,0.5,2
"1401","Stepwise","30",17,1,1,0.1,3
"1402","Stepwise","30",21,1,1,0.4,3
"1403","Stepwise","30",22,1,1,0.4,3
"1404","Stepwise","30",23,1,1,0.6,3
"1405","Stepwise","30",19,1,1,0.2,3
"1406","Stepwise","30",19,1,1,0.1,3
"1407","Stepwise","30",22,1,1,0.5,3
"1408","Stepwise","30",26,1,1,1,3
"1409","Stepwise","30",27,1,1,1,3
"1410","Stepwise","30",24,1,1,0.7,3
"1411","Stepwise","30",28,1,1,1,3
"1412","Stepwise","30",19,1,1,0.3,3
"1413","Stepwise","30",23,1,1,0.3,3
"1414","Stepwise","30",17,1,1,0.1,3
"1415","Stepwise","30",29,1,1,1,3
"1416","Stepwise","30",23,1,1,0.5,3
"1417","Stepwise","30",22,1,1,0.5,3
"1418","Stepwise","30",23,1,1,0.5,3
"1419","Stepwise","30",29,1,1,1,3
"1420","Stepwise","30",20,1,1,0.2,3
"1421","Stepwise","30",20,1,1,0.2,3
"1422","Stepwise","30",21,1,1,0.3,3
"1423","Stepwise","30",20,1,1,0.4,3
"1424","Stepwise","30",21,1,1,0.5,3
"1425","Stepwise","30",26,1,1,1,3
"1426","Stepwise","30",23,1,1,0.6,3
"1427","Stepwise","30",30,1,1,1,3
"1428","Stepwise","30",19,1,1,0.3,3
"1429","Stepwise","30",28,1,1,1,3
"1430","Stepwise","30",26,1,1,1,3
"1431","Stepwise","30",24,1,1,0.5,3
"1432","Stepwise","30",18,1,1,0.1,3
"1433","Stepwise","30",19,1,1,0.1,3
"1434","Stepwise","30",19,1,1,0.1,3
"1435","Stepwise","30",28,1,1,1,3
"1436","Stepwise","30",22,1,1,0.4,3
"1437","Stepwise","30",19,1,1,0.2,3
"1438","Stepwise","30",20,1,1,0.4,3
"1439","Stepwise","30",28,1,1,1,3
"1440","Stepwise","30",21,1,1,0.5,3
"1441","Stepwise","30",18,1,1,0.1,3
"1442","Stepwise","30",19,1,1,0.3,3
"1443","Stepwise","30",27,1,1,1,3
"1444","Stepwise","30",26,1,1,0.8,3
"1445","Stepwise","30",21,1,1,0.3,3
"1446","Stepwise","30",29,1,1,1,3
"1447","Stepwise","30",28,1,1,1,3
"1448","Stepwise","30",27,1,1,1,3
"1449","Stepwise","30",19,1,1,0.2,3
"1450","Stepwise","30",24,1,1,0.7,3
"1451","Stepwise","30",27,1,1,1,3
"1452","Stepwise","30",29,1,1,1,3
"1453","Stepwise","30",20,1,1,0.3,3
"1454","Stepwise","30",23,1,1,0.6,3
"1455","Stepwise","30",21,1,1,0.3,3
"1456","Stepwise","30",20,1,1,0.3,3
"1457","Stepwise","30",19,1,1,0.3,3
"1458","Stepwise","30",24,1,1,0.6,3
"1459","Stepwise","30",27,1,1,1,3
"1460","Stepwise","30",22,1,1,0.4,3
"1461","Stepwise","30",22,1,1,0.4,3
"1462","Stepwise","30",27,1,1,1,3
"1463","Stepwise","30",21,1,1,0.4,3
"1464","Stepwise","30",25,1,1,0.8,3
"1465","Stepwise","30",24,1,1,0.6,3
"1466","Stepwise","30",29,1,1,1,3
"1467","Stepwise","30",27,1,1,1,3
"1468","Stepwise","30",23,1,1,0.6,3
"1469","Stepwise","30",18,1,1,0.2,3
"1470","Stepwise","30",25,1,1,0.8,3
"1471","Stepwise","30",28,1,1,1,3
"1472","Stepwise","30",22,1,1,0.5,3
"1473","Stepwise","30",20,1,1,0.3,3
"1474","Stepwise","30",22,1,1,0.5,3
"1475","Stepwise","30",24,1,1,0.5,3
"1476","Stepwise","30",19,1,1,0.2,3
"1477","Stepwise","30",27,1,1,1,3
"1478","Stepwise","30",19,1,1,0.2,3
"1479","Stepwise","30",21,1,1,0.4,3
"1480","Stepwise","30",18,1,1,0.1,3
"1481","Stepwise","30",24,1,1,0.5,3
"1482","Stepwise","30",26,1,1,1,3
"1483","Stepwise","30",20,1,0.9,0.4,3
"1484","Stepwise","30",21,1,1,0.3,3
"1485","Stepwise","30",19,1,1,0.2,3
"1486","Stepwise","30",26,1,1,0.8,3
"1487","Stepwise","30",21,1,1,0.4,3
"1488","Stepwise","30",29,1,1,1,3
"1489","Stepwise","30",19,1,1,0.3,3
"1490","Stepwise","30",19,1,1,0.2,3
"1491","Stepwise","30",27,1,1,1,3
"1492","Stepwise","30",28,1,1,1,3
"1493","Stepwise","30",16,1,1,0,3
"1494","Stepwise","30",22,1,1,0.5,3
"1495","Stepwise","30",20,1,1,0.3,3
"1496","Stepwise","30",27,1,1,1,3
"1497","Stepwise","30",17,1,1,0,3
"1498","Stepwise","30",20,1,1,0.2,3
"1499","Stepwise","30",21,1,1,0.5,3
"1500","Stepwise","30",21,1,1,0.3,3
"1501","Stepwise","40",30,1,1,1,3
"1502","Stepwise","40",24,1,1,0.6,3
"1503","Stepwise","40",30,1,1,0.7,3
"1504","Stepwise","40",19,1,1,0.2,3
"1505","Stepwise","40",35,1,1,1,3
"1506","Stepwise","40",23,1,1,0.2,3
"1507","Stepwise","40",30,1,1,1,3
"1508","Stepwise","40",25,1,1,0.6,3
"1509","Stepwise","40",29,1,1,1,3
"1510","Stepwise","40",21,1,1,0.2,3
"1511","Stepwise","40",20,1,1,0.4,3
"1512","Stepwise","40",28,1,1,1,3
"1513","Stepwise","40",32,1,1,1,3
"1514","Stepwise","40",24,1,1,0.4,3
"1515","Stepwise","40",18,1,1,0.1,3
"1516","Stepwise","40",22,1,1,0.2,3
"1517","Stepwise","40",20,1,1,0.1,3
"1518","Stepwise","40",33,1,1,1,3
"1519","Stepwise","40",26,1,1,0.4,3
"1520","Stepwise","40",25,1,1,0.4,3
"1521","Stepwise","40",31,1,1,1,3
"1522","Stepwise","40",32,1,1,1,3
"1523","Stepwise","40",26,1,1,0.4,3
"1524","Stepwise","40",34,1,1,1,3
"1525","Stepwise","40",29,1,1,0.6,3
"1526","Stepwise","40",24,1,1,0.5,3
"1527","Stepwise","40",30,1,1,1,3
"1528","Stepwise","40",20,1,1,0.2,3
"1529","Stepwise","40",24,1,1,0.7,3
"1530","Stepwise","40",21,1,1,0,3
"1531","Stepwise","40",26,1,1,0.7,3
"1532","Stepwise","40",23,1,1,0.4,3
"1533","Stepwise","40",29,1,1,1,3
"1534","Stepwise","40",25,1,1,0.3,3
"1535","Stepwise","40",24,1,1,0.5,3
"1536","Stepwise","40",23,1,1,0.2,3
"1537","Stepwise","40",28,1,1,0.8,3
"1538","Stepwise","40",29,1,1,0.6,3
"1539","Stepwise","40",26,1,1,0.6,3
"1540","Stepwise","40",27,1,1,0.7,3
"1541","Stepwise","40",26,1,1,0.7,3
"1542","Stepwise","40",18,1,1,0.1,3
"1543","Stepwise","40",19,1,1,0.1,3
"1544","Stepwise","40",24,1,1,0.5,3
"1545","Stepwise","40",35,1,1,1,3
"1546","Stepwise","40",30,1,1,1,3
"1547","Stepwise","40",29,1,1,1,3
"1548","Stepwise","40",30,1,1,1,3
"1549","Stepwise","40",20,1,0.9,0.1,3
"1550","Stepwise","40",23,1,1,0.2,3
"1551","Stepwise","40",35,1,1,1,3
"1552","Stepwise","40",23,1,1,0.2,3
"1553","Stepwise","40",23,1,1,0.3,3
"1554","Stepwise","40",22,1,1,0.1,3
"1555","Stepwise","40",25,1,1,0.3,3
"1556","Stepwise","40",25,1,1,0.5,3
"1557","Stepwise","40",31,1,1,1,3
"1558","Stepwise","40",30,1,1,1,3
"1559","Stepwise","40",31,1,1,1,3
"1560","Stepwise","40",32,1,1,1,3
"1561","Stepwise","40",33,1,1,1,3
"1562","Stepwise","40",24,1,1,0.2,3
"1563","Stepwise","40",31,1,1,1,3
"1564","Stepwise","40",31,1,1,1,3
"1565","Stepwise","40",34,1,1,1,3
"1566","Stepwise","40",25,1,1,0.6,3
"1567","Stepwise","40",28,1,1,1,3
"1568","Stepwise","40",27,1,1,0.7,3
"1569","Stepwise","40",21,1,1,0.2,3
"1570","Stepwise","40",23,1,1,0.2,3
"1571","Stepwise","40",28,1,1,0.5,3
"1572","Stepwise","40",22,1,1,0.2,3
"1573","Stepwise","40",21,1,1,0.1,3
"1574","Stepwise","40",31,1,1,1,3
"1575","Stepwise","40",21,1,1,0.3,3
"1576","Stepwise","40",28,1,1,1,3
"1577","Stepwise","40",24,1,1,0.4,3
"1578","Stepwise","40",20,1,1,0.2,3
"1579","Stepwise","40",18,1,1,0.1,3
"1580","Stepwise","40",24,1,1,0.3,3
"1581","Stepwise","40",35,1,1,1,3
"1582","Stepwise","40",23,1,1,0.5,3
"1583","Stepwise","40",19,1,1,0,3
"1584","Stepwise","40",19,1,1,0.2,3
"1585","Stepwise","40",29,1,1,1,3
"1586","Stepwise","40",21,1,1,0.2,3
"1587","Stepwise","40",19,1,1,0,3
"1588","Stepwise","40",22,1,1,0.3,3
"1589","Stepwise","40",21,1,1,0.2,3
"1590","Stepwise","40",29,1,1,1,3
"1591","Stepwise","40",25,1,1,0.6,3
"1592","Stepwise","40",29,1,1,0.9,3
"1593","Stepwise","40",24,1,1,0.4,3
"1594","Stepwise","40",20,1,1,0.2,3
"1595","Stepwise","40",22,1,1,0,3
"1596","Stepwise","40",27,1,0.9,0.3,3
"1597","Stepwise","40",21,1,1,0.2,3
"1598","Stepwise","40",21,1,1,0.1,3
"1599","Stepwise","40",24,1,1,0.3,3
"1600","Stepwise","40",24,1,1,0.3,3
"1601","Stepwise","50",19,1,1,0,3
"1602","Stepwise","50",25,1,1,0.3,3
"1603","Stepwise","50",24,1,1,0.1,3
"1604","Stepwise","50",29,1,1,0.7,3
"1605","Stepwise","50",37,1,1,1,3
"1606","Stepwise","50",40,1,1,1,3
"1607","Stepwise","50",34,1,1,1,3
"1608","Stepwise","50",22,1,1,0.1,3
"1609","Stepwise","50",25,1,1,0.4,3
"1610","Stepwise","50",33,1,1,0.6,3
"1611","Stepwise","50",27,1,1,0.3,3
"1612","Stepwise","50",36,1,1,1,3
"1613","Stepwise","50",33,1,1,0.6,3
"1614","Stepwise","50",36,1,1,1,3
"1615","Stepwise","50",30,1,1,0.3,3
"1616","Stepwise","50",34,1,1,1,3
"1617","Stepwise","50",27,1,1,0.5,3
"1618","Stepwise","50",41,1,1,1,3
"1619","Stepwise","50",26,1,1,0.6,3
"1620","Stepwise","50",24,1,1,0.2,3
"1621","Stepwise","50",23,1,1,0.2,3
"1622","Stepwise","50",28,1,1,0.7,3
"1623","Stepwise","50",37,1,1,1,3
"1624","Stepwise","50",24,1,1,0.4,3
"1625","Stepwise","50",22,1,1,0.1,3
"1626","Stepwise","50",28,1,1,0.5,3
"1627","Stepwise","50",32,1,1,1,3
"1628","Stepwise","50",35,1,1,1,3
"1629","Stepwise","50",29,1,1,0.2,3
"1630","Stepwise","50",22,1,1,0.2,3
"1631","Stepwise","50",20,1,1,0.2,3
"1632","Stepwise","50",35,1,1,0.7,3
"1633","Stepwise","50",22,1,1,0.2,3
"1634","Stepwise","50",33,1,1,0.7,3
"1635","Stepwise","50",20,1,1,0,3
"1636","Stepwise","50",25,1,1,0.1,3
"1637","Stepwise","50",32,1,1,0.8,3
"1638","Stepwise","50",32,1,1,1,3
"1639","Stepwise","50",33,1,1,1,3
"1640","Stepwise","50",32,1,1,0.8,3
"1641","Stepwise","50",31,1,1,0.5,3
"1642","Stepwise","50",39,1,1,1,3
"1643","Stepwise","50",28,1,1,0.5,3
"1644","Stepwise","50",31,1,1,1,3
"1645","Stepwise","50",35,1,1,1,3
"1646","Stepwise","50",34,1,1,1,3
"1647","Stepwise","50",40,1,1,1,3
"1648","Stepwise","50",29,1,1,0.7,3
"1649","Stepwise","50",28,1,1,0.2,3
"1650","Stepwise","50",35,1,1,1,3
"1651","Stepwise","50",25,1,1,0.3,3
"1652","Stepwise","50",33,1,1,1,3
"1653","Stepwise","50",31,1,1,0.7,3
"1654","Stepwise","50",32,1,1,1,3
"1655","Stepwise","50",35,1,1,0.6,3
"1656","Stepwise","50",27,1,1,0.4,3
"1657","Stepwise","50",25,1,1,0.2,3
"1658","Stepwise","50",28,1,1,0.6,3
"1659","Stepwise","50",31,1,1,0.6,3
"1660","Stepwise","50",26,1,1,0.5,3
"1661","Stepwise","50",34,1,1,0.7,3
"1662","Stepwise","50",18,1,1,0,3
"1663","Stepwise","50",32,1,1,0.6,3
"1664","Stepwise","50",21,1,1,0,3
"1665","Stepwise","50",29,1,1,0.3,3
"1666","Stepwise","50",22,1,1,0.3,3
"1667","Stepwise","50",36,1,1,1,3
"1668","Stepwise","50",28,1,1,0.5,3
"1669","Stepwise","50",33,1,1,1,3
"1670","Stepwise","50",33,1,1,1,3
"1671","Stepwise","50",31,1,1,1,3
"1672","Stepwise","50",30,1,1,1,3
"1673","Stepwise","50",33,1,1,0.6,3
"1674","Stepwise","50",38,1,1,1,3
"1675","Stepwise","50",23,1,1,0.3,3
"1676","Stepwise","50",32,1,1,1,3
"1677","Stepwise","50",30,1,0.9,0.4,3
"1678","Stepwise","50",36,1,1,1,3
"1679","Stepwise","50",31,1,1,0.8,3
"1680","Stepwise","50",33,1,1,1,3
"1681","Stepwise","50",40,1,1,1,3
"1682","Stepwise","50",36,1,1,1,3
"1683","Stepwise","50",32,1,1,0.7,3
"1684","Stepwise","50",25,1,1,0.3,3
"1685","Stepwise","50",33,1,1,1,3
"1686","Stepwise","50",32,1,1,1,3
"1687","Stepwise","50",33,1,1,1,3
"1688","Stepwise","50",33,1,1,0.6,3
"1689","Stepwise","50",39,1,1,1,3
"1690","Stepwise","50",34,1,1,1,3
"1691","Stepwise","50",32,1,1,1,3
"1692","Stepwise","50",25,1,1,0.4,3
"1693","Stepwise","50",39,1,1,1,3
"1694","Stepwise","50",27,1,1,0.6,3
"1695","Stepwise","50",30,1,1,1,3
"1696","Stepwise","50",29,1,1,0.5,3
"1697","Stepwise","50",23,1,1,0.3,3
"1698","Stepwise","50",29,1,1,0.6,3
"1699","Stepwise","50",23,1,1,0.2,3
"1700","Stepwise","50",24,1,1,0.3,3
"1701","Stepwise","60",26,1,1,0.3,3
"1702","Stepwise","60",38,1,1,0.7,3
"1703","Stepwise","60",30,1,1,0.5,3
"1704","Stepwise","60",36,1,1,0.7,3
"1705","Stepwise","60",28,1,1,0.4,3
"1706","Stepwise","60",43,1,1,1,3
"1707","Stepwise","60",40,1,1,0.7,3
"1708","Stepwise","60",41,1,1,1,3
"1709","Stepwise","60",29,1,1,0.5,3
"1710","Stepwise","60",29,1,1,0.4,3
"1711","Stepwise","60",39,1,1,1,3
"1712","Stepwise","60",29,1,1,0.3,3
"1713","Stepwise","60",40,1,1,1,3
"1714","Stepwise","60",40,1,1,0.9,3
"1715","Stepwise","60",28,1,1,0.1,3
"1716","Stepwise","60",33,1,1,1,3
"1717","Stepwise","60",29,1,1,0.2,3
"1718","Stepwise","60",37,1,1,0.5,3
"1719","Stepwise","60",41,1,1,1,3
"1720","Stepwise","60",36,1,1,1,3
"1721","Stepwise","60",39,1,1,1,3
"1722","Stepwise","60",39,1,1,1,3
"1723","Stepwise","60",42,1,1,1,3
"1724","Stepwise","60",22,1,1,0,3
"1725","Stepwise","60",47,1,1,1,3
"1726","Stepwise","60",41,1,1,1,3
"1727","Stepwise","60",52,1,1,1,3
"1728","Stepwise","60",37,1,1,1,3
"1729","Stepwise","60",34,1,1,0.7,3
"1730","Stepwise","60",30,1,1,0.6,3
"1731","Stepwise","60",24,1,1,0.3,3
"1732","Stepwise","60",37,1,1,1,3
"1733","Stepwise","60",40,1,1,1,3
"1734","Stepwise","60",30,1,1,0.4,3
"1735","Stepwise","60",28,1,1,0.4,3
"1736","Stepwise","60",37,1,1,0.6,3
"1737","Stepwise","60",32,1,1,0.4,3
"1738","Stepwise","60",27,1,1,0.1,3
"1739","Stepwise","60",23,1,1,0.2,3
"1740","Stepwise","60",30,1,1,0.2,3
"1741","Stepwise","60",32,1,1,0.7,3
"1742","Stepwise","60",37,1,1,0.3,3
"1743","Stepwise","60",25,1,1,0.4,3
"1744","Stepwise","60",48,1,1,1,3
"1745","Stepwise","60",41,1,1,0.7,3
"1746","Stepwise","60",27,1,1,0.1,3
"1747","Stepwise","60",33,1,1,0.4,3
"1748","Stepwise","60",23,1,1,0.2,3
"1749","Stepwise","60",40,1,1,1,3
"1750","Stepwise","60",35,1,1,0.7,3
"1751","Stepwise","60",27,1,1,0.3,3
"1752","Stepwise","60",41,1,1,1,3
"1753","Stepwise","60",44,1,1,1,3
"1754","Stepwise","60",36,1,1,1,3
"1755","Stepwise","60",33,1,1,0.5,3
"1756","Stepwise","60",27,1,1,0.4,3
"1757","Stepwise","60",27,1,1,0.3,3
"1758","Stepwise","60",43,1,1,0.5,3
"1759","Stepwise","60",41,1,1,1,3
"1760","Stepwise","60",35,1,1,1,3
"1761","Stepwise","60",30,1,0.9,0.4,3
"1762","Stepwise","60",35,1,1,0.8,3
"1763","Stepwise","60",40,1,1,1,3
"1764","Stepwise","60",41,1,1,1,3
"1765","Stepwise","60",39,1,1,0.7,3
"1766","Stepwise","60",33,1,1,0.5,3
"1767","Stepwise","60",36,1,1,1,3
"1768","Stepwise","60",28,1,1,0.2,3
"1769","Stepwise","60",29,1,1,0.2,3
"1770","Stepwise","60",27,1,1,0.4,3
"1771","Stepwise","60",36,1,1,0.6,3
"1772","Stepwise","60",35,1,1,1,3
"1773","Stepwise","60",36,1,1,0.6,3
"1774","Stepwise","60",37,1,1,1,3
"1775","Stepwise","60",35,1,1,0.3,3
"1776","Stepwise","60",21,1,1,0.1,3
"1777","Stepwise","60",32,1,1,0.4,3
"1778","Stepwise","60",37,1,1,1,3
"1779","Stepwise","60",30,1,1,0.3,3
"1780","Stepwise","60",47,1,1,1,3
"1781","Stepwise","60",38,1,1,0.8,3
"1782","Stepwise","60",23,1,1,0.1,3
"1783","Stepwise","60",32,1,1,1,3
"1784","Stepwise","60",33,1,1,0.5,3
"1785","Stepwise","60",34,1,1,0.9,3
"1786","Stepwise","60",29,1,1,0.4,3
"1787","Stepwise","60",25,1,1,0.2,3
"1788","Stepwise","60",44,1,1,1,3
"1789","Stepwise","60",48,1,1,1,3
"1790","Stepwise","60",38,1,1,1,3
"1791","Stepwise","60",32,1,1,0.4,3
"1792","Stepwise","60",29,1,1,0.5,3
"1793","Stepwise","60",29,1,1,0.3,3
"1794","Stepwise","60",44,1,1,1,3
"1795","Stepwise","60",30,1,1,0.2,3
"1796","Stepwise","60",22,1,1,0.2,3
"1797","Stepwise","60",31,1,1,0.5,3
"1798","Stepwise","60",26,1,1,0.1,3
"1799","Stepwise","60",35,1,1,0.5,3
"1800","Stepwise","60",29,1,1,0.4,3
"1801","Stepwise","70",55,1,1,1,3
"1802","Stepwise","70",43,1,1,1,3
"1803","Stepwise","70",42,1,1,1,3
"1804","Stepwise","70",32,1,1,0.2,3
"1805","Stepwise","70",36,1,1,0.7,3
"1806","Stepwise","70",32,1,1,0.3,3
"1807","Stepwise","70",42,1,1,1,3
"1808","Stepwise","70",35,1,1,0.2,3
"1809","Stepwise","70",29,1,1,0.3,3
"1810","Stepwise","70",39,1,1,0.4,3
"1811","Stepwise","70",46,1,1,0.4,3
"1812","Stepwise","70",43,1,1,1,3
"1813","Stepwise","70",39,1,1,0.5,3
"1814","Stepwise","70",26,1,1,0.1,3
"1815","Stepwise","70",36,1,1,0.3,3
"1816","Stepwise","70",35,1,1,0.3,3
"1817","Stepwise","70",26,1,1,0.3,3
"1818","Stepwise","70",50,1,1,1,3
"1819","Stepwise","70",32,1,1,0.5,3
"1820","Stepwise","70",29,1,1,0.1,3
"1821","Stepwise","70",33,1,1,0.4,3
"1822","Stepwise","70",35,1,1,0.6,3
"1823","Stepwise","70",32,1,0.9,0.4,3
"1824","Stepwise","70",38,1,1,0.6,3
"1825","Stepwise","70",42,1,1,1,3
"1826","Stepwise","70",40,1,1,1,3
"1827","Stepwise","70",50,1,1,1,3
"1828","Stepwise","70",26,1,1,0.4,3
"1829","Stepwise","70",48,1,1,1,3
"1830","Stepwise","70",33,1,0.9,0.2,3
"1831","Stepwise","70",25,1,1,0.1,3
"1832","Stepwise","70",42,1,1,1,3
"1833","Stepwise","70",36,1,1,0.4,3
"1834","Stepwise","70",43,1,1,0.7,3
"1835","Stepwise","70",42,1,1,0.8,3
"1836","Stepwise","70",52,1,1,1,3
"1837","Stepwise","70",40,1,1,1,3
"1838","Stepwise","70",40,1,1,0.5,3
"1839","Stepwise","70",47,1,1,1,3
"1840","Stepwise","70",45,1,1,0.8,3
"1841","Stepwise","70",35,1,1,0.1,3
"1842","Stepwise","70",42,1,1,0.5,3
"1843","Stepwise","70",23,1,1,0.2,3
"1844","Stepwise","70",37,1,1,0.3,3
"1845","Stepwise","70",47,1,1,1,3
"1846","Stepwise","70",25,1,1,0.2,3
"1847","Stepwise","70",34,1,1,1,3
"1848","Stepwise","70",25,1,1,0.3,3
"1849","Stepwise","70",30,1,1,0.5,3
"1850","Stepwise","70",35,1,1,0.4,3
"1851","Stepwise","70",39,1,1,0.4,3
"1852","Stepwise","70",48,1,1,1,3
"1853","Stepwise","70",37,1,1,0.5,3
"1854","Stepwise","70",26,1,1,0.1,3
"1855","Stepwise","70",34,1,1,0.6,3
"1856","Stepwise","70",28,1,1,0,3
"1857","Stepwise","70",39,1,1,0.4,3
"1858","Stepwise","70",37,1,1,1,3
"1859","Stepwise","70",42,1,1,1,3
"1860","Stepwise","70",43,1,1,0.6,3
"1861","Stepwise","70",25,1,1,0.1,3
"1862","Stepwise","70",57,1,1,1,3
"1863","Stepwise","70",33,1,1,0.6,3
"1864","Stepwise","70",47,1,1,1,3
"1865","Stepwise","70",29,1,1,0.1,3
"1866","Stepwise","70",51,1,1,1,3
"1867","Stepwise","70",48,1,1,1,3
"1868","Stepwise","70",49,1,1,0.7,3
"1869","Stepwise","70",38,1,1,0.9,3
"1870","Stepwise","70",28,1,1,0.1,3
"1871","Stepwise","70",45,1,1,1,3
"1872","Stepwise","70",41,1,1,1,3
"1873","Stepwise","70",44,1,1,0.6,3
"1874","Stepwise","70",40,1,1,0.7,3
"1875","Stepwise","70",38,1,1,0.5,3
"1876","Stepwise","70",32,1,1,0.3,3
"1877","Stepwise","70",27,1,1,0.1,3
"1878","Stepwise","70",39,1,1,0.7,3
"1879","Stepwise","70",45,1,1,1,3
"1880","Stepwise","70",50,1,1,1,3
"1881","Stepwise","70",37,1,1,0.4,3
"1882","Stepwise","70",23,1,1,0.1,3
"1883","Stepwise","70",31,1,1,0.4,3
"1884","Stepwise","70",39,1,1,0.3,3
"1885","Stepwise","70",41,1,1,1,3
"1886","Stepwise","70",31,1,1,0.3,3
"1887","Stepwise","70",32,1,1,0.4,3
"1888","Stepwise","70",43,1,1,1,3
"1889","Stepwise","70",30,1,1,0.3,3
"1890","Stepwise","70",40,1,1,0.3,3
"1891","Stepwise","70",37,1,1,1,3
"1892","Stepwise","70",41,1,1,0,3
"1893","Stepwise","70",39,1,1,0.7,3
"1894","Stepwise","70",48,1,1,0.8,3
