"","Model","n.wai.missing","n.wbc.missing","Strong1","Strong2","Strong3","Strong4","Strong5"
"2439","Stepwise",10,2,6.34261234138952,4.87017593298567,4.73016453548355,4.74275621314768,4.54058966500189
"2440","LASSO",10,2,6.5699454278021,4.43833200154795,4.59074024549283,4.37382547783376,4.24257318660957
"2441","Stepwise",10,2,6.36002224784589,5.02134412529946,5.19047124200241,5.05106007170955,5.0975136377856
"2442","LASSO",10,2,5.96766001715151,4.66532744429201,4.59598551432463,4.66106020933482,4.58133924005358
"2443","Stepwise",10,2,6.19693190903307,5.19829565883867,5.34135960011062,5.12957926771398,5.0571430013764
"2444","LASSO",10,2,6.1442043671614,4.57779177221311,4.47799353336586,4.34256401469151,4.54513753799055
"2445","Stepwise",10,2,6.59962467883984,4.98029465493505,4.90736338973258,5.34434202227532,5.15084038753288
"2446","LASSO",10,2,6.27679071933406,4.68373593234811,4.41588667444458,4.70661328901982,4.62088350898381
"2447","Stepwise",10,2,6.48155068546997,5.13043042693402,5.1817876285948,4.75581153588358,4.71455682745355
"2448","LASSO",10,2,6.35333327796934,4.82111571567324,4.71375184905313,4.28881767206452,4.45602667240179
"2449","Stepwise",10,2,6.45930722520965,5.10274397878571,4.88746569778758,4.7912857650111,4.75100212258671
"2450","LASSO",10,2,6.47631682375145,4.55062780620338,4.38630389252469,4.43671352284216,4.21507083006617
"2451","Stepwise",10,2,6.47606439354024,5.25464749976943,4.96566423003125,5.29148351471812,5.06539270226412
"2452","LASSO",10,2,6.19666281344669,4.62107051644813,4.39130582924211,4.6139685484098,4.40307580856069
"2453","Stepwise",10,2,5.66354440030609,5.25464629654178,5.268545074716,4.72656309347123,4.58351086265855
"2454","LASSO",10,2,5.72314669644938,4.77468487681759,4.79700193615778,4.38000316429978,4.15269493626701
"2455","Stepwise",10,2,7.16890706797018,4.80615994849297,4.90990066336615,5.16180575027852,5.06040134635425
"2456","LASSO",10,2,6.35918217078488,4.08867836819006,4.40897616906143,4.91445070579271,4.6988272310075
"2457","Stepwise",10,2,6.58746413090484,4.75030489547885,5.31875423935864,5.08624222135251,5.19381464260118
"2458","LASSO",10,2,6.48647323864614,4.62126361574306,4.99042303823703,4.85711407686997,4.80187894480155
"2459","Stepwise",10,2,6.67228484481196,5.02261795048305,4.75855639919533,5.28184144085475,5.50628548949286
"2460","LASSO",10,2,5.92598615847987,4.5000228871533,4.52330103988403,4.7998823378514,5.0572421620681
"2461","Stepwise",10,2,7.03024658544756,5.19395975727764,4.47484675651179,4.42485447688637,4.66138601732094
"2462","LASSO",10,2,7.02190153904327,4.81852670893827,4.32072836060183,4.05095592796019,4.27930678687742
"2463","Stepwise",10,2,6.6496994511665,5.05957731591734,4.92687337214455,5.10682000842128,5.34110109551894
"2464","LASSO",10,2,6.32205873130445,4.53102192566667,4.46703331497137,4.47526956809342,4.8856798644731
"2465","Stepwise",10,2,7.24405264090973,4.94957919995675,5.30538217948697,4.95815129895617,5.1133101399124
"2466","LASSO",10,2,6.38989935242896,4.25316647097886,4.71162428686917,4.72568971521018,4.62255106002262
"2467","Stepwise",10,2,6.69080145724977,5.06870608997713,5.1690346368014,4.97694052299752,4.79680113550246
"2468","LASSO",10,2,6.52376363010362,4.67918579380367,4.69931301481454,4.7632180292731,4.49984155152822
"2469","Stepwise",10,2,7.09790058060678,5.34401075795102,4.84134277085734,4.92127206705408,5.30770141249374
"2470","LASSO",10,2,6.68059019767597,4.62886805945599,4.50868336965464,4.38071464675925,4.60895469620433
"2471","Stepwise",10,2,6.11536951272934,5.217214746046,5.15105436879271,4.77542964419229,5.42776327316341
"2472","LASSO",10,2,6.36963179548742,4.4914937668147,4.99727244009308,4.31922644028124,4.67193038915003
"2473","Stepwise",10,2,6.84495960921509,4.78784524327264,5.17987124258075,5.14199587265967,4.93846486497323
"2474","LASSO",10,2,6.1161463613147,4.22239852619494,4.3879645164886,4.54172780332537,4.16121708437829
"2475","Stepwise",10,2,6.52246720637656,5.26753523610082,5.18577782933354,4.97724407954655,4.89241215595677
"2476","LASSO",10,2,6.27482946573001,4.8891154442335,4.71120308527863,4.60286167093468,4.48944970550673
"2477","Stepwise",10,2,6.59465062265762,5.66822063479501,5.05984132781694,5.13316655373584,5.27002199527445
"2478","LASSO",10,2,6.45612205920894,5.09948554937602,4.44245158159064,4.7044719189822,4.77685055225544
"2479","Stepwise",10,2,6.30034625323049,4.90731604849384,5.30069168929583,5.09941639210709,5.05990974383487
"2480","LASSO",10,2,6.37098738432131,4.60699946899514,4.70289080932171,4.68747285058496,4.66103635224437
"2481","Stepwise",10,2,6.58294285759196,4.65553362637681,4.51785027961721,5.3338937259262,5.03208387459219
"2482","LASSO",10,2,6.54845888128898,4.2817396031528,4.00434312264973,4.76570093231873,4.60662879885678
"2483","Stepwise",10,2,5.99033355813749,5.30484820006425,4.80022218535769,4.47309862806319,5.19809193165819
"2484","LASSO",10,2,5.82549362177723,4.68752062544956,4.28748966058965,4.18226454351236,4.73437236304761
"2485","Stepwise",10,2,6.69458020992138,4.89595479596499,4.61786896096466,5.08427882022138,5.02857442565729
"2486","LASSO",10,2,6.41020170419019,4.3865531231363,4.30151852352551,4.83952330290293,4.46749686858178
"2487","Stepwise",10,2,6.88404107011395,4.59015819068183,4.96718886515408,4.88903301531724,5.00493347974609
"2488","LASSO",10,2,6.40103078830799,3.97499370094125,4.5857627509449,4.2118300309608,4.28654606900548
"2489","Stepwise",10,2,7.18563165490011,5.17231053138944,5.02815052768194,4.90088464227334,5.2164017441165
"2490","LASSO",10,2,6.18704686535638,4.77022755036204,4.65691567905889,4.59101846712482,4.30754176167421
"2491","Stepwise",10,2,6.734741458263,5.2255679257268,5.02196587300412,4.67346839335289,5.00226864232747
"2492","LASSO",10,2,6.07604006986897,4.77056920688969,4.57756893954955,4.33635822296823,4.73543444208907
"2493","Stepwise",10,2,6.87808207617282,5.27027539436864,4.92612974217203,5.01343725958998,5.31517158252394
"2494","LASSO",10,2,6.57828539747916,4.60791868670705,4.35495951536209,4.44734194269648,4.59960637866613
"2495","Stepwise",10,2,6.77588246673998,4.8147241725435,5.04650437909194,4.58338694318917,4.98565466670091
"2496","LASSO",10,2,6.49238126711611,4.62383890289776,4.62985493486899,4.06719566876423,4.50298382093324
"2497","Stepwise",10,2,7.01216026365003,4.6699885769995,5.22271522904074,4.98940658171898,4.86965870589253
"2498","LASSO",10,2,6.48080656822595,4.1132693689926,4.50043272676117,4.39838988255245,4.44333291380527
"2499","Stepwise",10,2,6.73782850506161,4.84875174067187,4.74579888406828,5.14440873399662,4.65306340769147
"2500","LASSO",10,2,6.22612316149656,4.15204750090036,4.43553356151794,4.48467483576217,4.22633630741656
"2501","Stepwise",10,2,6.47732821265404,4.95163788917658,5.40220358593569,5.28885648693526,4.68142193532334
"2502","LASSO",10,2,6.12215794074687,4.55455508948958,4.91795566629682,4.84129753673944,4.29432782616641
"2503","Stepwise",10,2,6.61923140483802,4.87717908111092,4.88639469937683,4.91729533495882,5.39503087892485
"2504","LASSO",10,2,6.16315411909282,4.50445777081645,4.17078503092911,4.49045580549298,4.83569350343952
"2505","Stepwise",10,2,6.07843306183033,4.6222194524952,5.13998906976297,4.73178377333547,4.97526593776522
"2506","LASSO",10,2,6.06657622365879,4.27823960229682,4.52564624517156,4.42295918712035,4.6742975720478
"2507","Stepwise",10,2,7.37896079531902,5.01116066068535,4.99501689568015,5.06747364895984,4.73727059664168
"2508","LASSO",10,2,6.63587270119641,4.15805158295979,4.52910450253933,4.30366247515719,4.24895389144116
"2509","Stepwise",10,2,6.63537667834576,4.80686569710615,4.65324790597723,5.20781793740684,4.79086990737107
"2510","LASSO",10,2,6.2253187181667,4.42073796400199,4.28231041750366,4.84682027183564,4.45323110372643
"2511","Stepwise",10,2,6.06093395091042,5.44885044465078,5.28970261306583,5.07988945708513,5.03682006771972
"2512","LASSO",10,2,5.95889927741096,4.68566899682077,5.00588119130773,4.61387013736511,4.62545482356468
"2513","Stepwise",10,2,6.38258128464163,5.11788970490088,4.93734215165961,4.55942695729373,4.70432421251903
"2514","LASSO",10,2,6.62999938137893,4.55768629719894,4.56658131965016,3.93531281796973,4.2679421373938
"2515","Stepwise",10,2,6.24554403477311,4.9853933834277,4.67985032964632,5.11999637055191,4.68731948580768
"2516","LASSO",10,2,6.09352590460874,4.48643407471385,4.40978205889348,4.87617967466161,4.26123959455913
"2517","Stepwise",10,2,6.97432801584523,4.99856348923753,5.03829976812406,5.45797950348869,5.05205881669166
"2518","LASSO",10,2,6.81550911428841,4.65108451075598,4.30130268209482,4.76224451116722,4.59272615998455
"2519","Stepwise",10,2,6.53615172415219,4.94501844246092,5.06798484333099,4.6866709754953,5.00598326460676
"2520","LASSO",10,2,6.2336729150818,4.31032506433879,4.67093699243977,4.52168145088076,4.78641335818082
"2521","Stepwise",10,2,6.59098758782331,4.92323770233244,5.05010939755367,5.07455537024683,5.39296749715067
"2522","LASSO",10,2,6.10331448415184,4.57246204411633,4.59893934292135,4.60908045650288,5.0100092776152
"2523","Stepwise",10,2,6.2383251653999,4.73760043813135,5.44341080620082,5.32546957662253,4.97576125920809
"2524","LASSO",10,2,5.76648344367585,4.29178872567755,4.71028272939325,4.79044020648613,4.33659534896938
"2525","Stepwise",10,2,6.85850859816038,4.78519094555557,4.59221847148252,4.82518764313316,4.66689890223063
"2526","LASSO",10,2,6.20749470643394,4.39807072666502,4.14809902772653,4.64704769502476,4.36290848960348
"2527","Stepwise",10,2,7.18114019396381,4.12723186916658,4.98381555295002,5.03627276752068,5.22261967790716
"2528","LASSO",10,2,6.83518154189574,3.84720369171724,4.54577738024123,4.58729640979455,4.83468617904699
"2529","Stepwise",10,2,6.36580867227891,5.0415182955456,5.03453245334238,4.86775470170208,5.07123363577201
"2530","LASSO",10,2,5.98021484070694,4.28492696708708,4.50443690787955,4.37744933478831,4.75739320045086
"2531","Stepwise",10,2,6.41994271111902,5.01199688053207,4.72000968831488,4.92236114352431,4.37767523638266
"2532","LASSO",10,2,6.22124128147506,4.7072531477356,4.65143163129836,4.84937770131746,4.24112967252248
"2533","Stepwise",10,2,5.97482740276185,5.11568917792526,4.83516644821274,4.84784110381358,5.29659017044792
"2534","LASSO",10,2,6.08245882003944,4.36260804561832,4.08428346223587,4.4328953957541,4.43221793889777
"2535","Stepwise",10,2,7.36433001109591,4.40843876222449,4.94196895188885,4.83488606539803,4.91909414274429
"2536","LASSO",10,2,6.83462474452829,3.74058760931012,4.6167917203164,4.3113600192824,4.59300431919319
"2537","Stepwise",10,2,4.95792014534852,5.14526979096709,5.32195014176804,5.40471055628599,4.78324190905183
"2538","LASSO",10,2,5.82416118204295,4.44354735354838,4.57617240107309,4.70979767320639,4.51781939276558
"2539","Stepwise",10,2,6.64612176261621,5.38563986395306,4.95261012579034,5.39851965249683,4.72517665970679
"2540","LASSO",10,2,6.36844461582562,4.82494347700902,4.54731290628094,5.01307627619074,4.38991641668283
"2541","Stepwise",10,2,6.39419412326478,5.30096083463108,5.20280484084868,4.72318244082512,5.05714716998225
"2542","LASSO",10,2,6.19944276327835,4.90510598378808,4.70477172513887,4.20769724805739,4.61997136350106
"2543","Stepwise",10,2,7.14682261503515,4.88178010288057,5.07543351982208,5.35226745654492,4.92851026309745
"2544","LASSO",10,2,6.35146034563325,4.47846164397433,4.67249068602137,4.64720036848137,4.66291996012696
"2545","Stepwise",10,2,6.32401456771,4.89161245506216,4.64563921919459,4.83674475027738,5.23824616997662
"2546","LASSO",10,2,5.80993067941239,4.11734512988371,4.12334460327502,4.38940311469416,4.46734682917333
"2547","Stepwise",10,2,6.10299952165848,4.92716423182562,5.10150980038359,5.055338473097,4.89155527142635
"2548","LASSO",10,2,6.53213422292311,4.42113347581498,4.53637692820546,4.4745684410264,4.55595527854207
"2549","Stepwise",10,2,6.81994340926773,5.56786952707518,4.93021510680021,4.9224370900176,4.79209994050151
"2550","LASSO",10,2,6.67066162879915,5.05538540475177,4.74255015116963,4.62974466144946,4.72610869199329
"2551","Stepwise",10,2,6.01478250063955,4.50200289732754,4.92938007773198,4.95920378783259,5.00203927313243
"2552","LASSO",10,2,6.14652221515906,4.00144322262741,4.82220660238075,4.42004984421193,4.80198306788674
"2553","Stepwise",10,2,6.39063009374388,4.67177225378262,5.02962187955271,4.69836583048366,4.98119618508601
"2554","LASSO",10,2,6.12639430031363,4.33462487637405,4.57838408220001,4.26659603488118,4.6008812113648
"2555","Stepwise",10,2,6.63545406210035,4.74849156843555,4.59230067375882,4.45749820916866,5.21355199655651
"2556","LASSO",10,2,6.60043434403475,4.18510377624377,4.05575406730456,3.89582903368215,4.70569299569756
"2557","Stepwise",10,2,7.22387718456625,5.08297395597942,5.0035560243261,5.08160562328879,4.76865335766262
"2558","LASSO",10,2,6.32596599288523,4.19687628256844,4.49745070946313,4.35675435804824,4.4242402580398
"2559","Stepwise",10,2,6.04419447101467,4.94108745256939,4.89213341879055,5.12931103175033,4.7591966717715
"2560","LASSO",10,2,6.10771647413379,4.64138837137854,4.72803529072602,4.74173061256631,4.52001550047112
"2561","Stepwise",10,2,6.58721657264566,5.05805244611077,5.27459357597726,4.91347554746852,4.77907876569124
"2562","LASSO",10,2,6.34125806429681,4.60608006280437,4.78661225375217,4.59348418166042,4.42237057231272
"2563","Stepwise",10,2,6.85195391260217,5.52798557848253,4.62434033270015,4.75487632770204,5.04811903739583
"2564","LASSO",10,2,6.54866445403193,4.99707829292688,4.01791779998381,4.12706396142187,4.6156558060542
"2565","Stepwise",10,2,6.84389889083408,5.03944418755478,5.05220673159835,4.93684599683171,5.16276862797893
"2566","LASSO",10,2,6.2673359682796,4.37313857019476,4.48093735247277,4.17396192573944,4.6016277181164
"2567","Stepwise",10,2,6.95701775502226,4.94386547978817,5.34836825524115,5.12934767258928,5.17505416249638
"2568","LASSO",10,2,6.43931568274181,4.42233962432271,4.71766518567166,4.47185006283439,4.6650511119485
"2569","Stepwise",10,2,6.8727192355003,4.60006054614612,4.84613986565982,4.74733444125011,4.94590882540809
"2570","LASSO",10,2,6.55653356703426,4.27129690948946,4.71669102200759,4.44785429255528,4.77675601484013
"2571","Stepwise",10,2,6.9272710022026,4.71000538003298,5.11104037392243,5.02334576413899,5.29776334145348
"2572","LASSO",10,2,6.63342765101987,4.26509830946935,4.88097099722091,4.533115056536,4.82022903723701
"2573","Stepwise",10,2,6.14756408585811,5.1951508642596,4.85868248248969,4.80455887226958,5.26165043656393
"2574","LASSO",10,2,6.13605659413134,4.93960120015667,4.48933316767901,4.51034150644676,4.97212965228649
"2575","Stepwise",10,2,6.3166116961002,5.20398012965542,5.13450921285883,4.90019807274608,5.37713042691516
"2576","LASSO",10,2,6.49635286816766,4.84498212620383,4.96088379488737,4.55960891278557,4.89969276425817
"2577","Stepwise",10,2,7.02365773755041,5.42367624655507,4.70406599966065,4.77149566913573,5.17351083391724
"2578","LASSO",10,2,6.56432585283451,4.8914886000777,4.31046351090388,4.36979483098604,4.92480112792154
"2579","Stepwise",10,2,6.88446060278589,4.944557610291,5.14549523393058,5.35279567391849,5.09013811619776
"2580","LASSO",10,2,6.45160983655362,4.35317789689995,4.64273646626489,4.57616164476077,4.71482196604896
"2581","Stepwise",10,2,7.19492077864694,4.90455618157689,5.32790337361602,5.31189747381722,4.93655388895354
"2582","LASSO",10,2,6.35125147420137,4.29818677159221,4.65931741365872,4.49488078313934,4.35048794571959
"2583","Stepwise",10,2,6.45803703770708,5.0532336202192,5.23783968047226,4.86906517070439,4.78742168042593
"2584","LASSO",10,2,5.77342863537546,4.4000187144783,4.73146572919835,4.06722019289274,4.07208344961605
"2585","Stepwise",10,2,6.42233848979449,4.65732979790513,5.1618632793084,4.64088951553849,4.83271275133288
"2586","LASSO",10,2,6.09039969474871,4.16496925204359,4.65880083909986,4.29559506685866,4.44190420868758
"2587","Stepwise",10,2,6.1571942279717,4.88449756687852,4.73510367467077,4.66341268684991,4.98909600634086
"2588","LASSO",10,2,6.36966259059195,4.79875841198154,4.33271405400716,4.219297744305,4.81446793738741
"2589","Stepwise",10,2,6.28859829258684,5.2564721305247,4.94765958858755,5.70476927412042,4.95026728842714
"2590","LASSO",10,2,6.31647100552639,4.68244440072769,4.53778381083759,5.24221706760528,4.55280301010977
"2591","Stepwise",10,2,6.7302438867238,5.1727467747014,5.03403967713397,5.2173428641652,4.81096970372848
"2592","LASSO",10,2,6.46433785777837,4.7263151277668,4.34876900038744,4.65474570111167,4.28638294927873
"2593","Stepwise",10,2,7.02627080553784,5.0749132278438,5.29427787834452,5.53072243841418,5.12203965062447
"2594","LASSO",10,2,6.40854206460677,4.67514326351986,4.85236933072518,4.99546553031477,4.70502559860804
"2595","Stepwise",10,2,7.03625138085107,4.99434310337098,4.58176800441573,4.84692877765188,4.74388868221762
"2596","LASSO",10,2,6.62058219460114,4.68190740758873,4.1292318460659,4.24333654620169,4.30200643268778
"2597","Stepwise",10,2,6.47777922601074,5.06914348536292,5.04175378126252,5.2596476168714,5.36429024992081
"2598","LASSO",10,2,6.25491057379748,4.46768310359379,4.55066647490638,4.85764981577819,4.66690177411858
"2599","Stepwise",10,2,7.15720390616145,5.00004232751867,5.40342075600063,4.86636369087244,5.24016551757457
"2600","LASSO",10,2,6.55945994879994,4.50475518620001,4.86163664434964,4.47735782433684,4.67673811099208
"2601","Stepwise",10,3,6.78804356262534,4.95380837910537,5.09414640365919,5.22425033038547,5.10165052771137
"2602","LASSO",10,3,6.43758744726146,3.9358403429296,4.39152595178802,4.57122017521569,4.16179253533924
"2603","Stepwise",10,3,6.81052460499082,4.73119518125475,4.92356174055144,5.02453322118084,4.85195183213612
"2604","LASSO",10,3,6.47903147018296,4.34525151786984,4.31434081346833,4.61939966844278,4.55353892136854
"2605","Stepwise",10,3,6.20757115714628,4.73332691811721,4.73267932001034,4.78516322750874,4.60301008144278
"2606","LASSO",10,3,5.95903478826896,4.41250613114506,4.54869304763673,4.50256970656896,4.36899683229493
"2607","Stepwise",10,3,6.51863054585015,4.61818420649959,5.20248512518499,5.14193913644771,4.84394775127657
"2608","LASSO",10,3,6.34058244741133,4.09657824670629,4.52190392432867,4.37077740337919,4.3676155644555
"2609","Stepwise",10,3,6.37021898918675,4.84737230420846,4.81147758249458,4.7151258567563,4.9969922517995
"2610","LASSO",10,3,6.32285911404656,4.11875799230141,4.06092835442315,4.07733839653405,4.45186115634985
"2611","Stepwise",10,3,7.35899307281079,4.834893028483,5.11161840171495,4.71791754670017,5.2215568715162
"2612","LASSO",10,3,6.62371798190785,4.49029771137989,4.75119550928246,4.30498476594688,4.77611951693819
"2613","Stepwise",10,3,6.31363132079975,5.27333806887492,5.46965727620041,4.82929747186973,4.71826780021091
"2614","LASSO",10,3,5.92022901713904,4.81586855190291,4.91052605417271,4.49505712696272,4.49875591320761
"2615","Stepwise",10,3,6.95362502228218,5.09920057998975,5.06766268809372,5.07789498013639,5.10802003269034
"2616","LASSO",10,3,6.55757797244871,4.64069478553747,4.61166240885682,4.55523043247789,4.66523943352318
"2617","Stepwise",10,3,6.58074419080589,5.28010777498426,4.76844066946484,5.05510698191349,4.86691021446561
"2618","LASSO",10,3,6.25596273127164,4.56262867674651,4.24138883418271,4.36041007083184,4.10675765252311
"2619","Stepwise",10,3,5.89647434717788,4.88287811403664,5.18607337975882,5.12807805381065,4.84362947230018
"2620","LASSO",10,3,6.14381092107782,4.45818275852813,4.45574630671478,4.44697408860288,4.28185225828121
"2621","Stepwise",10,3,6.74975620285997,5.36042183379309,4.93377727238078,4.9402955626798,5.28927856835431
"2622","LASSO",10,3,6.23216852944941,4.67407335708729,4.4097383756424,4.45027676036684,4.47129849448625
"2623","Stepwise",10,3,6.08701076009129,4.94775489848126,4.62968959925658,4.63594815821263,4.94276965339706
"2624","LASSO",10,3,6.16658955835913,4.34844440904899,4.11491028545152,4.15394877193997,4.33751056369833
"2625","Stepwise",10,3,6.7102912804128,5.04581387797696,4.74111669935898,5.25666891218679,5.17706996742451
"2626","LASSO",10,3,5.79530793889155,4.39054179223985,4.28301785760525,4.8313508605317,4.81554628192936
"2627","Stepwise",10,3,7.05456172605571,5.49257387483715,5.01183678284746,5.03924060950197,4.94032964664753
"2628","LASSO",10,3,6.31004228928661,4.81878211460494,4.58275877243598,4.50369637569039,4.34466506974586
"2629","Stepwise",10,3,6.49057327433622,4.92154497543385,5.12403053383923,5.05432841866147,4.98746014214072
"2630","LASSO",10,3,6.48723105894836,4.63278276774625,4.62103952425685,4.3860970981167,4.47680341683916
"2631","Stepwise",10,3,6.50811629452764,4.81981304004283,5.27368756553903,4.96708126380969,4.86416039960654
"2632","LASSO",10,3,6.29383632131475,4.64640156273594,4.56379256955042,4.43476950161347,4.44330933241015
"2633","Stepwise",10,3,6.89235595094701,5.02585257275987,5.00045895792079,5.48225946839287,5.07822122292299
"2634","LASSO",10,3,6.45440279460744,4.61818954507134,4.76376899440703,5.09537337861155,4.62286700754148
"2635","Stepwise",10,3,6.48066442628057,5.38142792867314,5.16832683331371,4.82535539295138,4.83604972333845
"2636","LASSO",10,3,5.91510673420255,5.07670208876364,4.58520588183271,4.29691681014801,4.2456276316602
"2637","Stepwise",10,3,6.58660753171251,5.36410775396059,5.0619536930914,4.87033780059309,4.51336322968984
"2638","LASSO",10,3,6.38304526952516,4.73520062316899,4.62569758634955,4.5393197532222,4.06862570692997
"2639","Stepwise",10,3,5.85412616917653,4.54984536076569,4.85200929698615,4.78267770607888,4.81600667731859
"2640","LASSO",10,3,6.29029440720745,4.24511945434477,4.37759884628508,4.23261625696829,4.42547734985872
"2641","Stepwise",10,3,5.89738499999362,4.80065824058418,5.05070658978282,4.76412158340506,5.63344310270575
"2642","LASSO",10,3,5.53821550038654,4.41436048502408,4.44906860877516,4.19824949934732,4.81506163526162
"2643","Stepwise",10,3,6.72021155419881,4.84529478949104,4.97321337590158,4.9976181379017,5.55067347065006
"2644","LASSO",10,3,6.56075624239629,4.54210354684741,4.54218236005617,4.54653704099543,5.02103401698332
"2645","Stepwise",10,3,6.84253171690863,5.35225807272803,5.01658758405303,5.15222946772947,4.86379459267494
"2646","LASSO",10,3,6.41843885409583,4.84190537986682,4.5853688464253,4.91668085031762,4.69057416983279
"2647","Stepwise",10,3,6.34120185204129,4.92124589366871,4.88845576058993,4.85834806343395,4.9488762239485
"2648","LASSO",10,3,6.10856754456343,4.35797988781245,4.50674696540667,4.53741763019594,4.20428763311411
"2649","Stepwise",10,3,6.75336840655663,5.13663781524525,4.98028282552874,4.99724736211988,5.30265142423404
"2650","LASSO",10,3,6.35343803206237,4.63700757051809,4.74713301006431,4.40526843854206,4.86049939651017
"2651","Stepwise",10,3,7.03679770043167,4.98768001625578,5.11421028149266,5.022248024047,4.86673882666687
"2652","LASSO",10,3,6.67175661210385,4.58132107094988,4.73712083045117,4.70183830919323,4.63704259034175
"2653","Stepwise",10,3,6.26123141570775,4.86479897087886,5.24036454919157,5.3881490488065,5.69747059233203
"2654","LASSO",10,3,6.27675065555652,4.40942216280295,4.67407760915428,4.92947480566278,5.20075038581458
"2655","Stepwise",10,3,6.87421636117333,5.17120590756921,4.92127397391905,4.80250046700308,5.10598560814547
"2656","LASSO",10,3,6.19394461561485,4.85004322476411,4.58056134512874,4.20538276700894,4.61290004964019
"2657","Stepwise",10,3,7.08899157979097,4.86519777056673,4.7329127504084,4.75913529192984,4.61782007545405
"2658","LASSO",10,3,6.82353173246757,4.45575873963811,4.36135998031243,4.31072916861861,4.22602388446123
"2659","Stepwise",10,3,6.7521327249038,4.83647531465338,5.02703959051785,4.97004854932402,5.33431090973854
"2660","LASSO",10,3,6.31187625480691,4.43216242350045,4.41086972126019,4.41634739244318,4.76391854243464
"2661","Stepwise",10,3,6.67912092199225,4.95233680924859,4.91560253993167,4.74495132419527,4.88618712118552
"2662","LASSO",10,3,6.38892419974922,4.52856892026978,4.31948632223459,4.11240218454806,4.64569806064793
"2663","Stepwise",10,3,6.5525183678802,4.75177084599635,4.79229057140583,5.04145233508823,5.23014020199163
"2664","LASSO",10,3,6.21337503560647,4.33192168616529,4.39431191529661,4.4420918086745,4.95705057806341
"2665","Stepwise",10,3,6.51696532745887,5.10552354788186,5.26127504932925,4.99850463862682,4.40088402908068
"2666","LASSO",10,3,6.29333880619849,4.46112060002573,4.84640684275753,4.55695014244194,4.36981444736626
"2667","Stepwise",10,3,6.9043416719471,4.94464017253721,5.10659279397117,5.08840059866634,5.12227109124008
"2668","LASSO",10,3,6.45044979088541,4.33810832365127,5.01007639572094,4.87231672912734,4.47031321571314
"2669","Stepwise",10,3,6.6759923656129,4.94657832198458,4.89971594454213,4.69329939216003,4.71150189215628
"2670","LASSO",10,3,6.54474761439952,4.65769854253058,4.66446166737083,4.43883775526225,4.42364599289139
"2671","Stepwise",10,3,6.67083170922732,4.28051692901629,5.45624151919979,5.01807952946547,4.38338281526606
"2672","LASSO",10,3,6.36414716948565,3.84512858155169,4.77460697016488,4.83992653858426,3.85072205362847
"2673","Stepwise",10,3,6.62618189051381,4.6327085746647,5.31641128219408,5.08191055948307,5.08444843040634
"2674","LASSO",10,3,6.30449233507893,4.31912226367825,4.81842382834181,4.76593909896529,4.61311102511766
"2675","Stepwise",10,3,6.51166779175055,4.74467176380308,4.48380694288981,4.47518295749662,4.92880419589173
"2676","LASSO",10,3,6.35469836490113,4.32994828819271,4.08127149059863,3.96109812135296,4.57527813078259
"2677","Stepwise",10,3,6.61071373466849,4.68908063639587,5.40154923265868,4.92401631968405,5.082957969465
"2678","LASSO",10,3,6.23449344022312,4.42959126018408,4.84974856208582,4.66001315767846,4.78353835476738
"2679","Stepwise",10,3,6.82299373913022,5.62476061294642,5.04135206239157,4.84316014485801,4.93796740683544
"2680","LASSO",10,3,6.31913429228299,5.12863225931969,4.54762837220917,4.69198345420112,4.51204742884804
"2681","Stepwise",10,3,6.44637046860749,4.821384637563,5.07298451524054,5.18238227732756,5.27879786549149
"2682","LASSO",10,3,6.45131743570793,4.49756921309234,4.74516011716502,4.67745793528744,4.84552565085356
"2683","Stepwise",10,3,5.75161371261685,5.43851722682451,5.4242476975567,5.08080089409538,5.15579448773204
"2684","LASSO",10,3,6.2368976639065,5.02926944383297,5.01452115999795,4.58783656542721,4.47112814835493
"2685","Stepwise",10,3,7.25916995133309,4.89397550753676,5.22329922033851,5.08846866981554,4.90798064794134
"2686","LASSO",10,3,6.53275986971194,4.77129807417942,4.64728484694135,4.7665509555007,4.38085569625187
"2687","Stepwise",10,3,7.37405286584476,5.44391860421285,5.039431976785,4.92208227030505,5.45421269485462
"2688","LASSO",10,3,6.80164117293063,4.86674287788086,4.50179910544506,4.47807014241356,4.81247130748769
"2689","Stepwise",10,3,6.43500995187604,4.54477975086046,4.56088101487377,5.14474823142388,5.04353001945469
"2690","LASSO",10,3,6.19723106912453,4.09710368046894,4.15933539335166,4.87862368079312,4.55948899797936
"2691","Stepwise",10,3,5.97472721186402,5.14210979779727,4.52462579875759,5.02592895923669,5.22122832695449
"2692","LASSO",10,3,6.1430805545837,4.52335988940159,4.23886303618757,4.43091127929145,4.54258265062883
"2693","Stepwise",10,3,6.29093838642835,4.69501672618908,5.4524439304653,4.91947621879465,5.5168646047303
"2694","LASSO",10,3,5.96696462220418,4.48635439867651,4.68870750543237,4.38911164127774,4.95066990907124
"2695","Stepwise",10,3,6.47348539958416,4.82058093373603,4.80906791616786,4.759441331944,4.78152258016504
"2696","LASSO",10,3,6.14668978965129,3.97705365264555,4.10977053074284,4.06686746241453,4.38165949636095
"2697","Stepwise",10,3,6.75061740995406,4.98662078581608,5.05255293610102,4.61231612040711,4.89108822170969
"2698","LASSO",10,3,6.20798391255177,4.3933007151957,4.53660743366093,4.0719586543059,4.62228034174284
"2699","Stepwise",10,3,6.61437865256589,5.00595340853429,5.22042687119501,5.38469736905801,5.46172991362574
